show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s114,TV Show,Legend: Hidden Game,"Aoi Johnson, Diego Andersen","Priya Smith, Ahmed Rossi, Ravi Silva, Olivier Rossi, Alice Wang, Hiroshi Andersen, Ravi García","France, Spain","October 21, 2019",2012,TV-MA,1 Season,"TV Dramas, Horror Movies",A thrilling story about family.
s115,TV Show,King of House,,,"Japan, Spain, United States","January 21, 2019",2019,R,2 Seasons,TV Horror,A heartwarming story about survival.
s116,TV Show,Game: Final Revenge,Ahmed López,"Ravi Okonkwo, Camila Nakamura, Aoi Yamamoto",South Korea,"July 30, 2017",2007,TV-14,1 Season,Korean TV Shows,A thrilling story about love.
s117,Movie,The Wild Revenge,Amélie Silva,"Aoi Rodriguez, Priya Andersen, Raj Andersen, Diego Brown, Chen Müller, Alice Müller",,"November 19, 2020",2020,TV-14,91 min,"Sci-Fi & Fantasy, Spanish-Language TV Shows",A gripping story about revenge.
s118,Movie,Shadow of Mother,Lin Kim,"Priya García, Camila García, Diego Smith",Argentina,"August 29, 2023",2019,TV-PG,153 min,"Sci-Fi & Fantasy, Thrillers",A thrilling story about survival.
s119,TV Show,Kingdom: Hidden Empire,Yuki López,"Chen Kumar, Kwame Andersen, Olivier Rossi",United States,"August 16, 2022",1993,G,1 Season,"Children & Family Movies, TV Dramas",A mysterious story about revenge.
s120,Movie,The Perfect Kingdom,James Wang,"Ahmed Müller, Maria Tanaka, Emma Andersen, Ingrid Kim",United States,"July 25, 2021",2014,TV-14,91 min,"Music & Musicals, British TV Shows, Classic Movies",A gripping story about family.
s121,Movie,Strange Queen,Alice Khan,"Tom Okonkwo, Carlos Kim, Amélie Nakamura, Felipe Tanaka, Maria López","Canada, Germany","April 17, 2024",2024,TV-Y7,122 min,"Comedies, British TV Shows, Action & Adventure",A mysterious story about family.
s122,Movie,Silent Mountain,Martin Rodriguez,"Liam Brown, Yuki Khan, James Smith, Fatima Rossi, Hiroshi Tanaka, Alice Smith, Chen Smith",,"June 18, 2016",2007,TV-MA,91 min,Spanish-Language TV Shows,A heartwarming story about friendship.
s123,Movie,Secret Empire,Felipe Brown,"Kwame Rodriguez, Olivier López, Hiroshi Wang, Raj Kim, Yuki Rossi, Chen Rodriguez",United States,"January 03, 2024",2011,TV-MA,80 min,"Spanish-Language TV Shows, Korean TV Shows",A gripping story about revenge.
s124,Movie,The Deadly Journey,Tom Suzuki,"Hiroshi Martinez, Amélie Kim, Maria Petit, Carlos Rossi, Noah Andersen","United States, Turkey, India","March 28, 2023",2006,PG-13,113 min,"Classic Movies, LGBTQ Movies",A hilarious story about survival.
s125,Movie,Empire of Paradise,Alice Müller,"Alice Silva, Kwame Müller, Chen Petit, Kwame López","United Kingdom, United States","January 22, 2019",2008,TV-MA,85 min,"Horror Movies, Romantic Movies, TV Horror",A heartwarming story about revenge.
s126,TV Show,Friend: Eternal War,Hiroshi Khan,"Aoi Brown, Aoi García, Alice Brown, Aoi López, David Rossi, Ravi Smith, Chen Kim, Ahmed Khan","Brazil, United States","September 21, 2011",2011,UR,5 Seasons,"Independent Movies, Classic Movies",A hilarious story about adventure.
s127,Movie,The Golden War,Liam Tanaka,"Kwame Patel, Camila Kim, Fatima Petit","Canada, Argentina","September 14, 2016",2009,TV-Y,116 min,"Action & Adventure, TV Dramas",A mysterious story about adventure.
s128,Movie,Detective of Murder,Noah Okonkwo,"Ingrid Brown, Raj Smith, Chen López, Lin Nakamura, David Wang, Liam Tanaka",South Korea,"May 04, 2016",2016,PG-13,135 min,Sci-Fi & Fantasy,A gripping story about friendship.
s129,Movie,The Silent Stranger,Martin Müller,"Liam Okonkwo, Isabella Wang, Hiroshi Andersen, Lin Okonkwo",United States,"April 11, 2020",2020,TV-Y7,120 min,"Stand-Up Comedy, Classic Movies",A hilarious story about survival.
s130,Movie,Journey of Stranger,Sofia Kim,"Emma Andersen, David López, Aoi Patel, Martin Okonkwo, Maria Patel, Raj Rossi, Martin Petit","United States, United Kingdom, India","September 14, 2016",2011,PG-13,124 min,"Docuseries, Anime Series",A mysterious story about revenge.
s131,Movie,The Dangerous Murder,James García,"Raj Wang, Aoi Müller, Ahmed Rossi, Sofia Petit","India, United States","October 13, 2024",2024,TV-MA,60 min,TV Action & Adventure,A heartwarming story about friendship.
s132,TV Show,The Golden Empire,,"Kwame Yamamoto, David Yamamoto, Martin Nakamura",Argentina,"April 30, 2021",2021,TV-Y7,5 Seasons,Documentaries,A heartwarming story about adventure.
s133,Movie,King: Dangerous Light,David Rossi,"Martin Müller, Kwame Kumar, James Nakamura, Camila Johnson, Martin Silva, Priya Tanaka, Ingrid Khan",France,"July 22, 2008",2000,TV-MA,45 min,Comedies,A heartwarming story about friendship.
s134,Movie,The Forgotten Legend,Noah Petit,"Amélie Kim, Ahmed Müller, Kwame Brown, Priya Yamamoto, Aoi García, Ingrid Petit, Ahmed Okonkwo, Felipe Tanaka","United States, Nigeria","March 10, 2023",2014,TV-PG,97 min,TV Thrillers,A thrilling story about love.
s135,TV Show,Fire of Murder,,"Isabella Okonkwo, Amélie Tanaka, Sofia Okonkwo, Isabella Silva, Noah Patel",United States,"March 23, 2022",2011,TV-MA,1 Season,"Thrillers, TV Horror",A gripping story about adventure.
s136,Movie,The Beautiful Journey,Raj Silva,"David Wang, Alice Petit, Emma Brown, Chloé Kim","South Korea, India, United Kingdom","January 15, 2016",2016,TV-PG,127 min,TV Action & Adventure,A heartwarming story about family.
s137,Movie,Love: Broken King,Emma Okonkwo,"Tom López, Ravi Martinez, Ravi García","United States, India, Japan","March 16, 2021",2001,PG-13,124 min,"Docuseries, TV Action & Adventure, Sci-Fi & Fantasy",A thrilling story about revenge.
s138,Movie,Infinite Fire,Carlos Martinez,"Ravi Rossi, James Andersen, Yuki López, James Nakamura, James Kim","United States, Australia","October 05, 2022",2022,PG,118 min,"Comedies, Horror Movies, Documentaries",A mysterious story about adventure.
s139,Movie,The Deadly Story,Ingrid Wang,"Chloé Patel, Ravi Khan, Yuki García, Yuki López, Diego Nakamura, Priya Johnson, Ravi García",United States,"May 12, 2024",2024,TV-MA,128 min,"Horror Movies, TV Comedies",A mysterious story about revenge.
s140,Movie,Journey of Friend,Raj Müller,"Olivier Nakamura, Diego Okonkwo, David Okonkwo",United States,"October 20, 2021",2001,TV-PG,49 min,"British TV Shows, TV Dramas, Spanish-Language TV Shows",A hilarious story about revenge.
s141,Movie,The Infinite Queen,,"David Nakamura, Alice Andersen, Camila Yamamoto, Alice Tanaka, Lin Brown",Japan,"April 25, 2016",2012,TV-PG,111 min,"Music & Musicals, Crime TV Shows",A gripping story about love.
s142,Movie,King: Silent Story,Carlos Suzuki,"Lin Smith, Raj Tanaka, James Rossi, Martin Yamamoto",United States,"June 08, 2017",2017,TV-14,86 min,Horror Movies,A mysterious story about love.
s143,Movie,Light of Fire,James Wang,"Fatima López, Yuki Kim, Aoi Kim, Priya García, Amélie Suzuki, Ravi Silva, Diego Kumar, Carlos Johnson",India,"January 29, 2020",2008,TV-MA,82 min,"British TV Shows, Independent Movies",A mysterious story about adventure.
s144,Movie,War: Lost Fire,,"Kwame Rossi, Alice García, Fatima Martinez, Yuki García, Emma Müller",United Kingdom,"January 23, 2019",2009,TV-PG,106 min,"LGBTQ Movies, Stand-Up Comedy, British TV Shows",A thrilling story about revenge.
s145,Movie,Friend: Golden Queen,Felipe Brown,"Emma Müller, Chloé Martinez, Liam Yamamoto, Sofia Khan",United States,"November 28, 2010",2004,TV-MA,85 min,"Comedies, Spanish-Language TV Shows, Kids' TV",A gripping story about adventure.
s146,Movie,Hidden Revenge,Kwame Andersen,"Tom Johnson, Maria Tanaka, Fatima Rodriguez, Sofia Okonkwo, Emma Petit, Aoi Okonkwo, Sofia Suzuki",United States,"November 20, 2021",2021,PG-13,65 min,"Korean TV Shows, International TV Shows, Action & Adventure",A gripping story about revenge.
s147,Movie,Family: Midnight Witness,Ravi Rossi,"Ingrid Rossi, Isabella Tanaka, Sofia Martinez, Olivier García, Tom Johnson","United States, China","August 13, 2019",2019,R,107 min,"Sci-Fi & Fantasy, Thrillers, Horror Movies",A hilarious story about friendship.
s148,Movie,Queen of Family,David Tanaka,"Olivier Martinez, Ahmed Petit, Ingrid Martinez, Isabella Rodriguez",United States,"August 04, 2009",2009,TV-MA,125 min,"Comedies, Thrillers",A thrilling story about revenge.
s149,Movie,Ocean: Forgotten Ocean,Ravi Nakamura,,United Kingdom,"June 10, 2024",2024,TV-14,115 min,"Romantic Movies, Children & Family Movies, Thrillers",A heartwarming story about friendship.
s150,Movie,Witness of Love,Priya López,"Amélie Rodriguez, Martin Tanaka, Noah Suzuki, Maria Yamamoto, Carlos García, Raj Andersen, James Smith, Olivier Rossi",Germany,"June 21, 2022",1998,TV-MA,109 min,"Dramas, Anime Series, Reality TV",A thrilling story about revenge.
s151,Movie,Mountain: Lost Revenge,Alice Müller,"Ingrid Yamamoto, Camila Kumar, Tom Müller, Emma Müller, Noah Yamamoto, Priya Rodriguez",United States,"October 16, 2011",2010,TV-PG,116 min,"British TV Shows, International Movies",A gripping story about family.
s152,Movie,Lost Queen,Priya Martinez,"Emma Kumar, Chen Rodriguez, Amélie Tanaka, Yuki Rodriguez, James Kim, Sofia Nakamura, Olivier Kumar, Emma Martinez",United Kingdom,"August 23, 2024",2006,TV-Y,115 min,"TV Dramas, Spanish-Language TV Shows",A gripping story about adventure.
s153,Movie,Hidden Detective,Kwame Suzuki,"Alice Müller, Felipe Andersen, Emma Müller, Camila Tanaka, Emma Rossi","United States, China, Turkey","December 01, 2024",2024,TV-14,91 min,Spanish-Language TV Shows,A gripping story about family.
s154,TV Show,Lost Fire,"Maria Müller, Isabella Müller","Tom Suzuki, Hiroshi García, Priya Yamamoto, Yuki Brown, Raj Nakamura, Isabella Kumar, Raj Kumar",Australia,"August 18, 2013",2013,TV-PG,11 Seasons,"Korean TV Shows, Independent Movies",A mysterious story about revenge.
s155,Movie,Story of War,Sofia Silva,"Martin Yamamoto, Isabella Rossi, Isabella Smith, Raj Tanaka, Noah Khan, Olivier Okonkwo, Hiroshi Petit, Tom Martinez",United States,"June 14, 2024",2024,R,116 min,"Documentaries, LGBTQ Movies",A hilarious story about survival.
s156,Movie,Ocean of Story,Ingrid Yamamoto,,"United Kingdom, United States","December 26, 2019",2019,PG-13,99 min,"Anime Series, International Movies",A heartwarming story about adventure.
s157,Movie,The Midnight Stranger,Chloé Rossi,"Maria Silva, Sofia Müller, Raj Khan, Emma Nakamura, Liam Petit, David Johnson, Raj Okonkwo, Amélie García",United States,"May 07, 2021",2018,TV-Y,110 min,"Documentaries, Romantic Movies, Horror Movies",A mysterious story about family.
s158,Movie,Fire of Light,Chloé Rodriguez,"Ingrid Nakamura, Kwame Martinez, Yuki Patel, Amélie Martinez, Camila Nakamura","Spain, United States","July 13, 2010",2010,TV-MA,87 min,TV Action & Adventure,A gripping story about revenge.
s159,Movie,The Deadly Friend,Yuki García,"Ingrid Silva, Lin Okonkwo, Camila López, Lin Silva, Ravi García, Hiroshi Suzuki, Chen García, Hiroshi Yamamoto",United Kingdom,"June 06, 2019",2017,TV-PG,54 min,"Comedies, British TV Shows, Docuseries",A mysterious story about love.
s160,Movie,Beautiful Friend,Noah Müller,"Isabella García, Felipe Müller, James Petit, Camila Silva, Chen Silva, Aoi Smith",United States,"December 24, 2021",2021,TV-PG,125 min,"TV Thrillers, TV Comedies",A mysterious story about family.
s161,Movie,The Midnight Detective,David Tanaka,"Yuki Okonkwo, Emma Martinez, Ingrid Silva, Carlos Wang",Brazil,"August 19, 2018",1999,TV-Y,127 min,"Sports Movies, Dramas",A heartwarming story about family.
s162,Movie,The Wild Shadow,Camila Müller,,Turkey,"June 01, 2022",2022,TV-14,133 min,"British TV Shows, Docuseries",A hilarious story about family.
s163,TV Show,War of War,"James Silva, Yuki Nakamura","Chloé Rossi, Camila López, Isabella López, Lin Andersen, Chen Smith","United Kingdom, Japan","June 06, 2024",2024,TV-MA,1 Season,"TV Horror, TV Dramas",A thrilling story about adventure.
s164,Movie,Eternal Kingdom,Sofia García,"Amélie Johnson, Noah Andersen, Felipe Martinez, James Rossi, Tom Khan, Aoi Petit, Liam Nakamura, Camila Nakamura",India,"July 10, 2021",2021,TV-Y,124 min,"Docuseries, British TV Shows, Children & Family Movies",A gripping story about friendship.
s165,Movie,The Eternal Story,Ravi Wang,"Alice Nakamura, Isabella Okonkwo, Chloé Nakamura, Martin Müller, Liam Wang",United States,"May 08, 2020",2020,UR,89 min,"Anime Series, Kids' TV",A heartwarming story about survival.
s166,Movie,Last Detective,Chen Andersen,"Fatima Andersen, Liam Okonkwo, Isabella Andersen, Ravi Silva, Ahmed Johnson",Mexico,"June 27, 2021",2008,TV-MA,65 min,"Action & Adventure, Kids' TV, Korean TV Shows",A thrilling story about revenge.
s167,TV Show,Secret Witness,,"Camila Müller, Liam Rossi, Martin Martinez",United States,"June 05, 2022",2019,TV-14,1 Season,"Comedies, TV Comedies, Docuseries",A heartwarming story about family.
s168,TV Show,Dream: Eternal Empire,"Felipe Johnson, Emma Patel","David Okonkwo, Raj Nakamura, Sofia Müller","India, United States, Brazil","March 31, 2019",2018,TV-PG,3 Seasons,"Sci-Fi & Fantasy, Horror Movies",A gripping story about friendship.
s169,Movie,Stranger: Hidden Story,,"Ingrid Brown, Ravi Okonkwo, Amélie Andersen, Tom Silva, Carlos Khan, Carlos Müller, Kwame Suzuki, Ingrid Andersen",United States,"May 07, 2022",2001,TV-MA,75 min,"Documentaries, Music & Musicals",A mysterious story about survival.
s170,TV Show,Queen: Sacred Ocean,,"Ravi Tanaka, Noah Suzuki, Liam Andersen, Kwame Kumar, Lin Kim, Raj Kumar","Philippines, India, United States","September 09, 2024",2024,TV-PG,4 Seasons,"Sports Movies, International Movies",A hilarious story about revenge.
s171,TV Show,The Silent Fire,"Maria García, Yuki Müller","Camila Nakamura, Martin García, Kwame Müller, Martin Martinez, Raj Martinez",Australia,"February 25, 2017",2017,TV-Y7,1 Season,"Korean TV Shows, TV Comedies",A mysterious story about adventure.
s172,Movie,Infinite Legend,Olivier Johnson,"Ahmed Brown, Hiroshi Khan, Isabella Rossi, Sofia Kumar, Fatima Andersen, Chloé Wang, Alice Silva",Canada,"December 12, 2024",2024,TV-MA,122 min,LGBTQ Movies,A thrilling story about survival.
s173,Movie,Light: Last Dream,Emma Brown,"Priya Wang, Chen Okonkwo, Chloé Suzuki, Kwame Johnson, Priya Johnson, Isabella Smith, Sofia Johnson",United Kingdom,"March 26, 2020",2020,TV-MA,101 min,"Comedies, Dramas",A mysterious story about family.
s174,Movie,Fire: Strange Love,Martin Müller,"Chen Yamamoto, Ravi Müller, Liam Müller",United States,"December 22, 2019",2019,TV-Y7,115 min,"Docuseries, International TV Shows",A gripping story about survival.
s175,Movie,Beautiful Friend,Alice Yamamoto,"Kwame Andersen, Liam Okonkwo, Chloé Suzuki",Spain,"March 11, 2011",2011,PG,120 min,"Independent Movies, Kids' TV",A thrilling story about family.
s176,Movie,Revenge: Silent Friend,Hiroshi Brown,"Amélie Patel, Alice Rodriguez, Alice Patel, Priya García, Emma Wang, Aoi Nakamura, Tom López, Diego Khan",Spain,"February 22, 2024",2024,PG,94 min,Thrillers,A hilarious story about friendship.
s177,Movie,Midnight Game,Amélie Okonkwo,"Emma Yamamoto, Felipe Rossi, David Wang, David Martinez, Fatima García","South Korea, Turkey","May 12, 2022",2019,TV-14,109 min,"Music & Musicals, Horror Movies",A mysterious story about adventure.
s178,TV Show,The Infinite City,David Rodriguez,"Priya Rodriguez, Amélie Silva, Carlos Suzuki",India,"June 22, 2024",2015,TV-MA,1 Season,"Kids' TV, Comedies",A gripping story about friendship.
s179,TV Show,Empire of Paradise,,,Italy,"August 28, 2016",2016,TV-G,1 Season,"Classic Movies, Korean TV Shows, International Movies",A mysterious story about family.
s180,TV Show,Stranger of House,Carlos Müller,"David Andersen, Yuki López, Ahmed Petit, Chloé Silva, Felipe Müller",Japan,"November 06, 2012",2009,TV-14,3 Seasons,"Sci-Fi & Fantasy, Music & Musicals",A mysterious story about love.
s181,TV Show,The Broken Queen,,"Priya Johnson, Ahmed Brown, Hiroshi García, Ahmed Kim, Felipe Tanaka","South Korea, United States, United Kingdom","September 15, 2023",2023,PG-13,3 Seasons,"TV Comedies, TV Thrillers",A gripping story about love.
s182,TV Show,Detective: Beautiful Shadow,David Smith,"Ingrid Müller, Ravi García, Isabella Yamamoto, Lin Silva, Chen García",Italy,"February 02, 2024",2024,TV-MA,1 Season,"Horror Movies, Sports Movies",A mysterious story about friendship.
s183,Movie,Love of Friend,Chloé Smith,"Sofia Suzuki, Olivier Kumar, Maria Yamamoto","Italy, Germany, India","September 08, 2016",2001,TV-MA,100 min,"Romantic Movies, Independent Movies",A hilarious story about adventure.
s184,Movie,The Sacred House,Chloé Khan,"Hiroshi Rossi, Isabella Tanaka, Chloé Rossi, David Silva, Priya Kumar, Martin Johnson, Yuki Petit",Mexico,"September 21, 2024",2016,TV-14,136 min,Crime TV Shows,A mysterious story about love.
s185,Movie,The Final Dream,Liam Müller,"Amélie Tanaka, Fatima Kumar, Yuki Martinez, Maria Johnson, Martin Khan, Amélie Silva","United Kingdom, United States","March 03, 2013",2013,TV-PG,113 min,Stand-Up Comedy,A hilarious story about love.
s186,Movie,The Eternal Detective,Sofia Martinez,"Camila Martinez, Diego Khan, Noah Martinez, Emma Kim","United States, India","July 29, 2019",2006,TV-14,97 min,"Comedies, Documentaries",A heartwarming story about family.
s187,TV Show,War: Infinite King,"Chloé Johnson, Chloé Silva","Olivier Kim, Ravi Patel, Aoi Martinez, Sofia Müller, Carlos Suzuki, Diego Rossi, Raj Yamamoto",United States,"April 07, 2017",2007,PG-13,3 Seasons,"Music & Musicals, Children & Family Movies",A gripping story about friendship.
s188,Movie,Murder of Revenge,Ravi Martinez,"Priya Silva, James López, Liam Martinez","United States, United Kingdom, Japan","April 22, 2008",2007,TV-PG,106 min,"British TV Shows, Crime TV Shows",A thrilling story about revenge.
s189,TV Show,Story: Golden Love,,"Tom Martinez, Martin Nakamura, Martin Kumar, Lin Brown, Kwame Silva, Tom Patel, Aoi García, Diego Khan",Germany,"July 06, 2016",1993,TV-G,2 Seasons,"Romantic Movies, British TV Shows, TV Thrillers",A heartwarming story about family.
s190,Movie,Murder: Golden Fire,Carlos Smith,"Fatima Silva, Hiroshi García, Isabella Okonkwo, James Rossi, Noah Andersen, Diego Müller",,"November 11, 2022",2022,TV-MA,73 min,"Romantic Movies, TV Action & Adventure",A hilarious story about survival.
s191,Movie,The Strange Journey,,"Ahmed Yamamoto, Priya García, Carlos Martinez, Alice Martinez, Noah Tanaka, Chloé Patel",United Kingdom,"September 21, 2014",2007,TV-Y,120 min,British TV Shows,A gripping story about family.
