id_transaction,date,id_client,id_produit,nom_produit,categorie,quantite,prix_unitaire,montant_total,region,mode_paiement,statut
T00223,2024-08-07,C0240,P001,T-shirt coton bio,Vêtements,2,21.31,42.62,Île-de-France,Carte bancaire,Livrée
T00224,2024-03-03,C0008,P003,Pull laine merinos,Vêtements,1,72.49,72.49,Île-de-France,Carte bancaire,Livrée
T00225,2024-12-03,C0163,P015,Rouge à lèvres,Beauté,1,21.31,21.31,Bretagne,Carte bancaire,Livrée
T00226,2024-04-24,C0173,P007,Casque Bluetooth,Électronique,1,142.51,142.51,Grand Est,Carte bancaire,Livrée
T00227,2024-04-06,C0055,P013,Crème hydratante,Beauté,1,34.26,34.26,Île-de-France,Carte bancaire,Livrée
T00228,2024-10-30,C0142,P012,BD jeunesse,Livres,1,15.4,15.4,Hauts-de-France,Carte bancaire,Livrée
T00229,2024-03-13,C0120,P013,Crème hydratante,Beauté,5,36.69,183.45,Occitanie,PayPal,En cours
T00230,2024-05-24,C0005,P014,Parfum floral,Beauté,1,73.54,73.54,Nouvelle-Aquitaine,Carte bancaire,Annulée
T00231,2024-09-02,C0011,P002,Jeans slim,Vêtements,1,61.51,61.51,Hauts-de-France,PayPal,Livrée
T00232,2024-06-28,C0069,P014,Parfum floral,Beauté,2,72.22,144.44,,Carte bancaire,Livrée
T00233,2024-02-23,C0099,P012,BD jeunesse,Livres,1,18.13,18.13,Grand Est,Carte bancaire,Livrée
T00234,2024-09-14,C0153,P005,Ballon de foot,Sport,1,30.88,30.88,Occitanie,Carte bancaire,Livrée
T00235,2024-09-25,C0253,P009,Câble USB-C,Électronique,1,15.31,15.31,Occitanie,Carte bancaire,En cours
T00236,2024-07-02,C0124,P011,Roman policier,Livres,1,19.59,19.59,Occitanie,Carte bancaire,En cours
T00237,2024-02-11,C0011,P005,Ballon de foot,Sport,1,30.73,30.73,Grand Est,Carte bancaire,Livrée
T00238,2024-01-08,C0261,P004,Chaussures running,Sport,1,102.77,102.77,Pays de la Loire,Carte bancaire,Livrée
T00239,2024-06-14,C0112,P003,Pull laine merinos,Vêtements,1,73.81,73.81,Hauts-de-France,Carte bancaire,Livrée
T00240,2024-06-15,C0050,P012,BD jeunesse,Livres,1,16.58,16.58,PACA,Virement,Livrée
T00241,2024-11-01,C0088,P001,T-shirt coton bio,Vêtements,2,26.05,52.1,PACA,PayPal,Livrée
T00242,2024-09-02,C0252,P007,Casque Bluetooth,Électronique,1,155.63,155.63,Île-de-France,Chèque cadeau,Livrée
T00243,2024-05-04,C0117,P006,Tapis de yoga,Sport,1,39.77,39.77,PACA,Carte bancaire,Annulée
T00244,2024-05-27,C0078,P013,Crème hydratante,Beauté,1,35.84,35.84,Hauts-de-France,Carte bancaire,Livrée
T00245,2024-10-07,C0117,P003,Pull laine merinos,Vêtements,1,88.99,88.99,Nouvelle-Aquitaine,Carte bancaire,Retournée
T00246,2024-04-10,C0024,P005,Ballon de foot,Sport,2,25.53,51.06,Île-de-France,Carte bancaire,Livrée
T00247,2024-03-20,C0266,P005,Ballon de foot,Sport,1,27.41,27.41,PACA,PayPal,Livrée
T00248,2024-06-25,C0059,P001,T-shirt coton bio,Vêtements,1,22.45,22.45,Île-de-France,PayPal,Livrée
T00249,2024-04-21,C0186,P004,Chaussures running,Sport,3,108.57,325.71,Pays de la Loire,Carte bancaire,Livrée
T00250,2024-06-01,C0250,P001,T-shirt coton bio,Vêtements,1,22.67,22.67,Île-de-France,Carte bancaire,Livrée
T00251,2024-11-24,C0207,P008,Enceinte portable,Électronique,1,79.75,79.75,Bretagne,Carte bancaire,Livrée
T00252,2024-08-04,C0137,P011,Roman policier,Livres,1,18.94,18.94,Grand Est,Carte bancaire,Livrée
T00253,2024-12-22,C0036,P006,Tapis de yoga,Sport,3,40.3,120.9,Pays de la Loire,Carte bancaire,En cours
T00254,2024-02-28,C0033,P007,Casque Bluetooth,Électronique,1,153.53,153.53,Île-de-France,Carte bancaire,Livrée
T00255,2024-01-11,C0244,P015,Rouge à lèvres,Beauté,1,22.41,22.41,Auvergne-Rhône-Alpes,Carte bancaire,Livrée
T00256,2024-04-25,C0215,P004,Chaussures running,Sport,1,112.4,112.4,Bretagne,Carte bancaire,Livrée
T00257,2024-05-19,C0052,P004,Chaussures running,Sport,1,104.49,104.49,Auvergne-Rhône-Alpes,Virement,Livrée
T00258,2024-01-11,C0216,P003,Pull laine merinos,Vêtements,1,78.08,78.08,Île-de-France,Virement,Annulée
T00259,2024-08-24,C0253,P013,Crème hydratante,Beauté,1,32.55,32.55,Occitanie,Carte bancaire,Retournée
T00260,2024-03-15,C0278,P008,Enceinte portable,Électronique,2,82.31,164.62,Île-de-France,Carte bancaire,Livrée
T00261,2024-04-08,C0006,P011,Roman policier,Livres,1,20.08,20.08,Nouvelle-Aquitaine,Carte bancaire,Livrée
T00262,2024-01-13,C0268,P002,Jeans slim,Vêtements,1,62.14,62.14,Nouvelle-Aquitaine,Carte bancaire,Livrée
T00263,2024-01-23,C0116,P001,T-shirt coton bio,Vêtements,1,24.38,24.38,Auvergne-Rhône-Alpes,Carte bancaire,Livrée
T00264,2024-06-13,C0219,P003,Pull laine merinos,Vêtements,1,73.59,73.59,Hauts-de-France,Carte bancaire,En cours
T00265,2024-12-31,C0130,P009,Câble USB-C,Électronique,1,14.12,14.12,PACA,Carte bancaire,Livrée
T00266,2024-12-20,C0259,P001,T-shirt coton bio,Vêtements,1,24.01,24.01,Île-de-France,Carte bancaire,Livrée
T00267,2024-08-15,C0082,P004,Chaussures running,Sport,1,118.05,118.05,PACA,Carte bancaire,Livrée
T00268,2024-05-16,C0138,P014,Parfum floral,Beauté,1,71.73,71.73,Auvergne-Rhône-Alpes,Carte bancaire,Livrée
T00269,2024-04-13,C0085,P015,Rouge à lèvres,Beauté,1,20.11,20.11,Pays de la Loire,Virement,Livrée
T00270,2024-12-18,C0217,P002,Jeans slim,Vêtements,1,62.95,62.95,Île-de-France,Carte bancaire,Livrée
T00271,2024-03-02,C0095,P010,Livre cuisine italienne,Livres,1,24.43,24.43,PACA,Virement,Livrée
T00272,2024-01-26,C0220,P014,Parfum floral,Beauté,1,77.29,77.29,Île-de-France,Carte bancaire,Annulée
T00273,2024-09-02,C0005,P007,Casque Bluetooth,Électronique,1,128.89,128.89,Auvergne-Rhône-Alpes,PayPal,Livrée
T00274,2024-01-16,C0173,P007,Casque Bluetooth,Électronique,1,144.07,144.07,Occitanie,PayPal,En cours
T00275,2024-12-03,C0095,P008,Enceinte portable,Électronique,3,82.56,247.68,Nouvelle-Aquitaine,PayPal,Livrée
T00276,2024-10-27,C0032,P003,Pull laine merinos,Vêtements,1,84.4,84.4,,Carte bancaire,Livrée
T00277,2024-01-11,C0283,P014,Parfum floral,Beauté,1,75.27,75.27,Île-de-France,Carte bancaire,Livrée
T00278,2024-07-07,C0278,P013,Crème hydratante,Beauté,1,35.99,35.99,Nouvelle-Aquitaine,Carte bancaire,Livrée
T00279,2024-08-25,C0228,P004,Chaussures running,Sport,1,121.19,121.19,Nouvelle-Aquitaine,,Livrée
T00280,2024-07-30,C0163,P002,Jeans slim,Vêtements,1,63.76,63.76,Auvergne-Rhône-Alpes,PayPal,Livrée
T00281,2024-10-15,C0278,P010,Livre cuisine italienne,Livres,1,24.23,24.23,Hauts-de-France,Carte bancaire,En cours
T00282,2024-06-19,C0281,P003,Pull laine merinos,Vêtements,1,75.17,75.17,Île-de-France,Carte bancaire,Livrée
T00283,2024-01-05,C0245,P010,Livre cuisine italienne,Livres,1,27.24,27.24,,PayPal,Livrée
T00284,2024-12-02,C0241,P003,Pull laine merinos,Vêtements,2,72.76,145.52,Hauts-de-France,Carte bancaire,Livrée
T00285,2024-10-21,C0220,P001,T-shirt coton bio,Vêtements,2,22.12,44.24,Bretagne,PayPal,Livrée
T00286,2024-09-16,C0290,P014,Parfum floral,Beauté,2,70.84,141.68,Hauts-de-France,Carte bancaire,Livrée
T00287,2024-08-28,C0194,P009,Câble USB-C,Électronique,1,15.67,15.67,Occitanie,Carte bancaire,Livrée
T00288,2024-03-31,C0293,P012,BD jeunesse,Livres,1,18.08,18.08,Auvergne-Rhône-Alpes,Carte bancaire,Livrée
T00289,2024-08-14,C0116,P006,Tapis de yoga,Sport,2,36.67,73.34,Hauts-de-France,Carte bancaire,Livrée
T00290,2024-01-22,C0293,P007,Casque Bluetooth,Électronique,1,131.67,131.67,Hauts-de-France,PayPal,Livrée
T00291,2024-12-20,C0291,P014,Parfum floral,Beauté,1,75.53,75.53,PACA,Carte bancaire,Livrée
T00292,2024-02-29,C0249,P001,T-shirt coton bio,Vêtements,1,21.9,21.9,Nouvelle-Aquitaine,Carte bancaire,Livrée
T00293,2024-12-24,C0220,P015,Rouge à lèvres,Beauté,1,22.34,22.34,Hauts-de-France,Carte bancaire,Livrée
T00294,2024-12-17,C0120,P014,Parfum floral,Beauté,2,69.91,139.82,Occitanie,Carte bancaire,Livrée
T00295,2024-11-12,C0275,P002,Jeans slim,Vêtements,1,59.74,59.74,Nouvelle-Aquitaine,Carte bancaire,Livrée
T00296,2024-11-01,C0080,P015,Rouge à lèvres,BEAUTÉ,2,19.27,38.54,Île-de-France,Carte bancaire,Livrée
T00297,2024-08-28,C0264,P014,Parfum floral,Beauté,1,64.44,64.44,Bretagne,Carte bancaire,Livrée
T00298,2024-09-16,C0277,P004,Chaussures running,Sport,1,120.82,120.82,Île-de-France,Carte bancaire,Retournée
T00299,2024-07-01,C0127,P007,Casque Bluetooth,Électronique,1,129.07,129.07,Pays de la Loire,PayPal,En cours
T00300,2024-09-11,C0265,P008,Enceinte portable,Électronique,1,68.04,68.04,Île-de-France,PayPal,Livrée
T00301,2024-07-04,C0134,P010,Livre cuisine italienne,Livres,1,28.72,28.72,Pays de la Loire,Carte bancaire,Livrée
T00302,2024-10-25,C0062,P005,Ballon de foot,Sport,2,27.94,55.88,Pays de la Loire,Carte bancaire,Livrée
T00303,2024-12-15,C0154,P003,Pull laine merinos,Vêtements,1,87.26,87.26,Île-de-France,Virement,Livrée
T00304,2024-06-06,C0255,P003,Pull laine merinos,Vêtements,1,88.86,88.86,Occitanie,Virement,Livrée
T00305,2024-07-19,C0278,P005,Ballon de foot,Sport,1,25.51,25.51,Île-de-France,PayPal,Retournée
T00306,2024-11-28,C0031,P001,T-shirt coton bio,Vêtements,2,26.13,52.26,Pays de la Loire,PayPal,Livrée
T00307,2024-03-05,C0241,P010,Livre cuisine italienne,Livres,2,25.08,50.16,Auvergne-Rhône-Alpes,Carte bancaire,Livrée
T00308,2024-07-23,C0177,P014,Parfum floral,Beauté,1,74.46,74.46,Île-de-France,Carte bancaire,Livrée
T00309,2024-03-06,C0105,P001,T-shirt coton bio,Vêtements,1,22.32,22.32,Île-de-France,Carte bancaire,Livrée
T00310,2024-09-19,C0003,P005,Ballon de foot,Sport,1,26.16,26.16,Nouvelle-Aquitaine,Carte bancaire,Retournée
T00311,2024-05-12,C0087,P002,Jeans slim,Vêtements,5,63.37,316.85,Île-de-France,Carte bancaire,Livrée
T00312,2024-11-15,C0136,P001,T-shirt coton bio,Vêtements,1,25.0,25.0,Île-de-France,Carte bancaire,Retournée
T00313,2024-07-09,C0282,P012,BD jeunesse,Livres,2,15.88,31.76,Occitanie,Carte bancaire,Retournée
T00314,2024-08-02,C0197,P008,Enceinte portable,Électronique,1,78.06,78.06,Bretagne,Carte bancaire,Livrée
T00315,2024-08-31,C0138,P009,Câble USB-C,Électronique,1,12.85,12.85,Auvergne-Rhône-Alpes,Carte bancaire,Annulée
T00316,2024-05-16,C0111,P004,Chaussures running,Sport,1,121.54,121.54,PACA,PayPal,Livrée
T00317,2024-04-02,C0054,P013,Crème hydratante,Beauté,1,34.39,34.39,Hauts-de-France,PayPal,Livrée
T00318,2024-01-14,C0151,P009,Câble USB-C,Électronique,1,13.56,13.56,Occitanie,PayPal,Livrée
T00319,2024-12-30,C0049,P015,Rouge à lèvres,Beauté,1,21.47,21.47,Île-de-France,Carte bancaire,Livrée
T00320,2024-11-30,C0008,P008,Enceinte portable,Électronique,1,69.87,69.87,PACA,PayPal,Livrée
T00321,2024-11-28,C0018,P014,Parfum floral,Beauté,1,65.31,65.31,Auvergne-Rhône-Alpes,PayPal,Livrée
T00322,2024-07-16,C0046,P002,Jeans slim,Vêtements,1,57.2,57.2,Île-de-France,Carte bancaire,Livrée
T00323,2024-09-23,C0136,P008,Enceinte portable,Électronique,1,71.68,71.68,Île-de-France,Carte bancaire,Livrée
T00324,2024-12-06,C0014,P013,Crème hydratante,Beauté,1,32.06,32.06,Grand Est,Carte bancaire,Livrée
T00325,2024-05-27,C0196,P002,Jeans slim,Vêtements,1,64.2,64.2,Île-de-France,Carte bancaire,Livrée
T00326,2024-08-20,C0044,P010,Livre cuisine italienne,Livres,2,27.21,54.42,Nouvelle-Aquitaine,Carte bancaire,Livrée
T00327,2024-07-01,C0214,P008,Enceinte portable,Électronique,2,81.49,162.98,Île-de-France,Carte bancaire,Livrée
T00328,2024-05-23,C0119,P015,Rouge à lèvres,Beauté,2,21.37,42.74,PACA,Carte bancaire,Livrée
T00329,2024-11-08,C0258,P011,Roman policier,Livres,1,20.15,20.15,Auvergne-Rhône-Alpes,PayPal,Livrée
T00330,2024-02-24,C0240,P003,Pull laine merinos,Vêtements,2,89.2,178.4,Île-de-France,Carte bancaire,Livrée
T00331,2024-04-24,C0007,P012,BD jeunesse,Livres,1,18.06,18.06,Occitanie,Carte bancaire,Livrée
T00332,2024-10-27,C0090,P001,T-shirt coton bio,Vêtements,1,22.63,22.63,PACA,Carte bancaire,Livrée
T00333,2024-04-05,C0090,P003,Pull laine merinos,Vêtements,1,84.95,84.95,Bretagne,Carte bancaire,Livrée
T00334,2024-10-24,C0197,P008,Enceinte portable,Électronique,1,82.4,82.4,Occitanie,Carte bancaire,Annulée
T00335,2024-08-01,C0014,P001,T-shirt coton bio,Vêtements,1,24.16,24.16,Auvergne-Rhône-Alpes,Carte bancaire,Livrée
T00336,2024-09-29,C0136,P011,Roman policier,Livres,3,19.57,58.71,Pays de la Loire,Carte bancaire,Livrée
T00337,2024-09-13,C0267,P002,Jeans slim,Vêtements,1,67.07,67.07,Île-de-France,Carte bancaire,Annulée
T00338,2024-05-05,C0056,P011,Roman policier,Livres,1,20.0,20.0,Île-de-France,Carte bancaire,Retournée
T00339,2024-03-01,C0174,P006,Tapis de yoga,Sport,3,35.95,107.85,Île-de-France,Carte bancaire,Livrée
T00340,2024-08-17,C0211,P003,Pull laine merinos,Vêtements,3,85.82,257.46,Grand Est,Carte bancaire,Livrée
T00341,2024-09-10,C0235,P015,Rouge à lèvres,Beauté,1,20.49,20.49,Pays de la Loire,Carte bancaire,Livrée
T00342,2024-07-30,C0280,P003,Pull laine merinos,Vêtements,1,75.4,75.4,Auvergne-Rhône-Alpes,Carte bancaire,Retournée
T00343,2024-05-12,C0017,P009,Câble USB-C,Électronique,2,12.81,25.62,Île-de-France,Carte bancaire,Livrée
T00344,2024-09-09,C0104,P008,Enceinte portable,Électronique,1,79.27,79.27,Occitanie,Carte bancaire,Livrée
T00345,2024-05-17,C0095,P014,Parfum floral,Beauté,1,70.59,70.59,PACA,PayPal,Livrée
T00346,2024-10-09,C0111,P001,T-shirt coton bio,Vêtements,1,22.86,22.86,Grand Est,Carte bancaire,Livrée
T00347,2024-04-14,C0240,P003,Pull laine merinos,Vêtements,1,82.61,82.61,Grand Est,Virement,Livrée
T00348,2024-06-28,C0297,P010,Livre cuisine italienne,Livres,1,26.98,26.98,Auvergne-Rhône-Alpes,Carte bancaire,Livrée
T00349,2024-03-24,C0170,P013,Crème hydratante,Beauté,1,31.73,31.73,Grand Est,Carte bancaire,Livrée
T00350,2024-01-05,C0266,P013,Crème hydratante,Beauté,1,33.04,33.04,Occitanie,PayPal,Livrée
T00351,2024-07-18,C0139,P005,Ballon de foot,Sport,3,28.95,86.85,Hauts-de-France,Carte bancaire,Livrée
T00352,2024-05-26,C0129,P006,Tapis de yoga,Sport,2,35.66,71.32,Grand Est,Carte bancaire,Livrée
T00353,2024-07-07,C0268,P014,Parfum floral,Beauté,2,75.5,151.0,Île-de-France,Carte bancaire,Retournée
T00354,2024-01-29,C0197,P005,Ballon de foot,Sport,1,25.76,25.76,Île-de-France,Virement,Livrée
T00355,2024-05-28,C0293,P002,Jeans slim,VÊTEMENTS,1,67.15,67.15,Île-de-France,PayPal,En cours
T00356,2024-04-27,C0025,P001,T-shirt coton bio,Vêtements,2,25.31,50.62,Grand Est,Carte bancaire,Livrée
T00357,2024-03-30,C0142,P008,Enceinte portable,Électronique,1,77.89,77.89,PACA,Carte bancaire,Livrée
T00358,2024-09-18,C0293,P004,Chaussures running,Sport,2,115.23,230.46,Nouvelle-Aquitaine,Carte bancaire,Livrée
T00359,2024-11-29,C0024,P014,Parfum floral,Beauté,1,68.48,68.48,Île-de-France,Carte bancaire,Livrée
T00360,2024-09-04,C0059,P011,Roman policier,Livres,1,22.74,22.74,Auvergne-Rhône-Alpes,Virement,Livrée
T00361,2024-06-03,C0194,P009,Câble USB-C,Électronique,2,13.36,26.72,Hauts-de-France,Carte bancaire,Livrée
T00362,2024-04-07,C0189,P009,Câble USB-C,Électronique,1,14.82,14.82,Île-de-France,Carte bancaire,Livrée
T00363,2024-03-09,C0164,P012,BD jeunesse,Livres,1,17.22,17.22,PACA,PayPal,Livrée
T00364,2024-01-29,C0282,P013,Crème hydratante,Beauté,1,30.87,30.87,Île-de-France,Carte bancaire,Livrée
T00365,2024-04-25,C0115,P005,Ballon de foot,Sport,1,27.54,27.54,Bretagne,Carte bancaire,Livrée
T00366,2024-12-07,C0181,P010,Livre cuisine italienne,Livres,5,27.19,135.95,Île-de-France,Carte bancaire,Annulée
T00367,2024-12-04,C0027,P008,Enceinte portable,Électronique,1,69.04,69.04,Auvergne-Rhône-Alpes,Carte bancaire,Livrée
T00368,2024-04-05,C0050,P003,Pull laine merinos,Vêtements,2,74.12,148.24,,PayPal,Livrée
T00369,2024-10-22,C0138,P004,Chaussures running,Sport,2,118.76,237.52,Île-de-France,Carte bancaire,En cours
T00370,2024-03-06,C0019,P014,Parfum floral,Beauté,1,67.44,67.44,PACA,Carte bancaire,Livrée
T00371,2024-06-15,C0150,P013,Crème hydratante,Beauté,1,31.71,31.71,Auvergne-Rhône-Alpes,Carte bancaire,Livrée
T00372,2024-02-28,C0214,P005,Ballon de foot,Sport,1,28.33,28.33,Grand Est,Carte bancaire,En cours
T00373,2024-07-13,C0257,P011,Roman policier,Livres,5,18.97,94.85,Île-de-France,Carte bancaire,Livrée
T00374,2024-01-28,C0204,P014,Parfum floral,Beauté,2,72.47,144.94,Île-de-France,Carte bancaire,Livrée
T00375,2024-08-26,C0203,P013,Crème hydratante,Beauté,5,34.66,173.3,PACA,Carte bancaire,Livrée
T00376,2024-09-27,C0249,P010,Livre cuisine italienne,Livres,1,23.83,23.83,,Virement,Livrée
T00377,2024-11-30,C0183,P011,Roman policier,Livres,1,18.79,18.79,Grand Est,Carte bancaire,Livrée
T00378,2024-02-25,C0078,P006,Tapis de yoga,Sport,1,38.67,38.67,Pays de la Loire,Carte bancaire,Livrée
T00379,2024-12-08,C0043,P008,Enceinte portable,Électronique,1,70.18,70.18,Nouvelle-Aquitaine,Carte bancaire,Livrée
T00380,2024-09-02,C0173,P015,Rouge à lèvres,Beauté,1,18.84,18.84,Hauts-de-France,Carte bancaire,Livrée
T00381,2024-11-28,C0222,P008,Enceinte portable,Électronique,2,77.2,154.4,PACA,Carte bancaire,Retournée
T00382,2024-04-12,C0140,P012,BD jeunesse,Livres,1,15.68,15.68,Île-de-France,Carte bancaire,Livrée
T00383,2024-09-13,C0239,P002,Jeans slim,Vêtements,1,66.49,66.49,Hauts-de-France,Carte bancaire,Livrée
T00384,2024-04-17,C0043,P010,Livre cuisine italienne,Livres,1,25.65,25.65,Pays de la Loire,Carte bancaire,Annulée
T00385,2024-04-02,C0167,P014,Parfum floral,Beauté,1,76.2,76.2,Auvergne-Rhône-Alpes,Carte bancaire,Livrée
T00386,2024-04-12,C0289,P011,Roman policier,Livres,4,21.46,85.84,Hauts-de-France,PayPal,Retournée
T00387,2024-10-28,C0228,P001,T-shirt coton bio,Vêtements,1,24.7,24.7,Auvergne-Rhône-Alpes,Virement,Livrée
T00388,2024-07-25,C0260,P013,Crème hydratante,Beauté,1,30.07,30.07,Nouvelle-Aquitaine,Carte bancaire,Livrée
T00389,2024-03-05,C0053,P009,Câble USB-C,Électronique,1,13.23,13.23,Nouvelle-Aquitaine,Carte bancaire,Livrée
T00390,2024-02-11,C0185,P012,BD jeunesse,Livres,2,16.8,33.6,PACA,Carte bancaire,Livrée
T00391,2024-07-09,C0024,P014,Parfum floral,BEAUTÉ,4,68.58,274.32,Grand Est,Carte bancaire,Livrée
T00392,2024-09-12,C0051,P008,Enceinte portable,Électronique,1,74.3,74.3,Occitanie,Carte bancaire,Livrée
T00393,2024-03-09,C0221,P005,Ballon de foot,Sport,1,27.52,27.52,Bretagne,Carte bancaire,Livrée
T00394,2024-07-26,C0105,P005,Ballon de foot,Sport,1,27.92,27.92,Île-de-France,Carte bancaire,Livrée
T00395,2024-05-10,C0209,P012,BD jeunesse,Livres,4,16.11,64.44,PACA,Carte bancaire,Livrée
T00396,2024-03-15,C0014,P008,Enceinte portable,Électronique,1,74.2,74.2,Île-de-France,Carte bancaire,Livrée
T00397,2024-12-30,C0199,P014,Parfum floral,Beauté,5,70.82,354.1,Bretagne,PayPal,Livrée
T00398,2024-06-11,C0259,P003,Pull laine merinos,Vêtements,1,75.5,75.5,PACA,Carte bancaire,En cours
T00399,2024-06-28,C0252,P012,BD jeunesse,Livres,1,16.61,16.61,PACA,Carte bancaire,Livrée
T00400,2024-07-09,C0112,P013,Crème hydratante,Beauté,1,34.53,34.53,Occitanie,Carte bancaire,Retournée
T00401,2024-06-16,C0232,P004,Chaussures running,Sport,1,115.36,115.36,Hauts-de-France,Carte bancaire,Livrée
T00402,2024-10-30,C0158,P011,Roman policier,Livres,2,20.56,41.12,Auvergne-Rhône-Alpes,Carte bancaire,Livrée
T00403,2024-09-24,C0264,P010,Livre cuisine italienne,Livres,1,24.96,24.96,Île-de-France,Carte bancaire,Livrée
T00404,2024-06-16,C0287,P014,Parfum floral,Beauté,2,74.14,148.28,Île-de-France,Carte bancaire,Livrée
T00405,2024-03-16,C0196,P007,Casque Bluetooth,Électronique,1,127.9,127.9,Île-de-France,Carte bancaire,Livrée
T00406,2024-02-27,C0126,P014,Parfum floral,Beauté,1,66.0,66.0,Pays de la Loire,Carte bancaire,Livrée
T00407,2024-09-02,C0163,P011,Roman policier,Livres,1,20.94,20.94,Nouvelle-Aquitaine,Carte bancaire,Livrée
T00408,2024-09-19,C0179,P003,Pull laine merinos,Vêtements,1,78.14,78.14,Nouvelle-Aquitaine,Carte bancaire,Annulée
T00409,2024-10-30,C0295,P013,Crème hydratante,Beauté,1,36.03,36.03,PACA,Carte bancaire,Livrée
T00410,2024-01-19,C0130,P001,T-shirt coton bio,Vêtements,1,25.95,25.95,Nouvelle-Aquitaine,PayPal,Livrée
T00411,2024-02-14,C0121,P014,Parfum floral,Beauté,2,70.78,141.56,Île-de-France,Carte bancaire,Livrée
T00412,2024-11-04,C0120,P010,Livre cuisine italienne,Livres,3,27.49,82.47,Bretagne,PayPal,En cours
T00413,2024-03-29,C0217,P008,Enceinte portable,Électronique,1,75.02,75.02,Pays de la Loire,Carte bancaire,Livrée
T00414,2024-03-22,C0254,P001,T-shirt coton bio,Vêtements,1,23.51,23.51,Auvergne-Rhône-Alpes,Carte bancaire,Livrée
T00415,2024-02-23,C0039,P005,Ballon de foot,Sport,1,30.1,30.1,Pays de la Loire,Carte bancaire,Livrée
T00416,2024-11-12,C0153,P001,T-shirt coton bio,Vêtements,1,22.64,22.64,Grand Est,Carte bancaire,Livrée
T00417,2024-08-19,C0057,P013,Crème hydratante,Beauté,1,34.38,34.38,Nouvelle-Aquitaine,Carte bancaire,Livrée
T00418,2024-04-06,C0107,P008,Enceinte portable,Électronique,1,73.46,73.46,Auvergne-Rhône-Alpes,Carte bancaire,Livrée
T00419,2024-10-22,C0129,P014,Parfum floral,Beauté,1,65.93,65.93,Hauts-de-France,PayPal,Livrée
T00420,2024-01-21,C0132,P015,Rouge à lèvres,Beauté,1,21.82,21.82,Occitanie,Carte bancaire,Livrée
T00421,2024-06-26,C0088,P002,Jeans slim,Vêtements,1,67.14,67.14,Occitanie,Carte bancaire,Livrée
T00422,2024-10-05,C0299,P001,T-shirt coton bio,Vêtements,1,23.9,23.9,Hauts-de-France,Carte bancaire,Livrée
T00423,2024-01-06,C0035,P004,Chaussures running,Sport,2,106.25,212.5,Grand Est,Virement,Livrée
T00424,2024-07-18,C0197,P012,BD jeunesse,Livres,1,15.79,15.79,Occitanie,Carte bancaire,Livrée
T00425,2024-11-05,C0043,P011,Roman policier,Livres,2,21.55,43.1,PACA,Chèque cadeau,Livrée
T00426,2024-05-17,C0187,P001,T-shirt coton bio,Vêtements,1,24.71,24.71,Grand Est,Carte bancaire,Livrée
T00427,2024-04-10,C0205,P010,Livre cuisine italienne,Livres,2,24.27,48.54,Grand Est,Carte bancaire,Livrée
T00428,2024-11-03,C0058,P001,T-shirt coton bio,Vêtements,5,24.36,121.8,Île-de-France,PayPal,Livrée
T00429,2024-08-27,C0051,P015,Rouge à lèvres,Beauté,3,23.0,69.0,Nouvelle-Aquitaine,Carte bancaire,Livrée
T00430,2024-04-29,C0177,P003,Pull laine merinos,Vêtements,1,86.13,86.13,Bretagne,Carte bancaire,Livrée
T00431,2024-06-14,C0044,P001,T-shirt coton bio,Vêtements,1,22.93,22.93,Pays de la Loire,Carte bancaire,Livrée
T00432,2024-03-16,C0179,P004,Chaussures running,Sport,1,115.77,115.77,Auvergne-Rhône-Alpes,PayPal,Livrée
