id_client,anciennete_jours,nb_commandes_total,montant_total_eur,panier_moyen_eur,jours_depuis_derniere_cmd,nb_categories_achetees,taux_retour_pct,nb_avis_laisses,note_moyenne_donnee
F00798,558,17,696.11,69.29,106,3,12.53,5,4.78
R00387,431,3,40.46,27.18,272,2,18.79,0,3.77
F00693,1083,14,269.36,58.46,82,4,2.8,3,3.67
P00065,147,3,197.7,57.56,29,3,18.65,2,3.29
P00840,120,4,146.62,31.02,17,2,7.24,3,4.23
D00669,1364,5,625.18,51.32,624,3,11.87,4,3.21
F00213,1205,20,490.55,59.69,30,4,5.31,7,
F00659,1415,6,441.22,71.79,62,4,3.61,4,3.88
F00290,524,9,625.81,54.47,45,7,1.7,0,4.14
F00852,1173,16,150.0,86.64,49,7,0.7,2,4.64
D00317,840,6,432.06,83.85,712,3,21.43,0,2.61
P00460,120,4,50.0,61.03,21,2,4.5,4,4.72
D00575,1172,9,396.4,66.81,630,4,,1,4.2
P00581,159,2,50.0,71.04,24,2,13.24,4,
R00352,1132,2,148.24,28.01,266,2,15.65,2,3.14
R00512,304,4,69.56,39.18,159,2,29.6,1,2.3
R00380,414,4,49.66,26.02,362,3,32.27,1,2.49
P00865,46,5,218.37,41.98,14,3,2.41,0,3.96
P00573,95,7,318.96,48.76,22,4,7.75,0,4.17
C00562,1711,55,2610.51,113.88,5,5,4.3,8,4.58
P00679,171,5,87.19,56.16,8,2,4.63,0,4.15
P00849,42,2,210.91,56.01,9,2,9.52,2,4.85
P00718,93,3,318.13,70.84,8,4,1.49,3,4.86
P00659,81,7,104.74,45.65,18,1,11.26,2,4.82
F01157,1070,6,594.73,33.22,72,5,12.82,3,3.52
F00125,593,23,692.41,66.75,116,4,10.43,7,3.87
C00220,577,94,2650.06,164.1,42,8,2.46,19,4.97
D01140,1092,9,636.4,65.58,748,5,16.31,4,2.75
D00958,1277,13,307.98,50.13,775,3,9.84,2,3.57
F00989,545,16,521.92,60.08,93,2,9.25,9,4.66
D00348,781,10,187.3,107.27,555,4,8.36,3,2.58
D00971,1058,11,515.37,69.16,247,2,7.65,2,2.8
R00408,290,3,112.34,43.14,143,1,22.09,0,3.08
C00044,1953,62,3267.59,117.08,25,6,8.16,9,4.77
D00002,912,3,317.87,57.95,541,4,16.53,1,3.07
C00211,1550,67,2487.56,116.53,12,6,4.15,15,4.91
F00078,866,22,539.03,40.8,66,5,2.34,0,3.78
C00355,1402,80,3420.0,111.73,41,10,3.68,15,4.99
F00834,779,14,421.26,24.97,105,7,10.27,5,4.37
F00350,486,5,1074.39,54.85,61,6,2.48,0,4.73
P00744,42,3,108.12,30.47,29,4,13.43,3,3.28
C00578,1291,49,2365.96,115.04,5,14,,9,4.19
D00929,691,3,386.0,41.95,621,5,11.22,1,3.14
C00545,1845,32,3783.05,80.34,23,6,,28,4.68
C00368,533,93,3207.14,103.79,43,11,8.81,23,4.15
F01013,1303,15,1072.94,31.43,72,2,7.35,0,4.22
D00551,1109,3,353.33,38.87,597,2,5.6,1,3.16
D00717,947,13,690.66,35.28,731,4,1.52,0,3.97
D00780,1306,10,305.27,32.24,600,4,24.09,2,2.8
C00136,1790,31,2819.53,116.71,23,6,8.65,27,4.44
R00181,429,1,110.21,25.29,222,2,34.86,0,2.99
F00838,626,13,469.45,75.91,103,6,11.95,9,3.86
C00048,417,66,3096.91,139.11,39,13,5.65,15,4.19
F00761,1293,15,733.71,49.35,105,7,12.38,8,4.5
F00135,1041,6,687.42,78.12,96,5,6.18,8,4.32
F00935,839,10,979.11,81.16,68,2,11.27,7,4.75
F01405,524,23,666.47,64.97,100,5,10.98,5,4.67
D00796,1128,7,634.26,76.13,298,5,0.15,2,3.6
P00420,120,4,194.71,42.47,11,2,7.06,0,
F01373,538,15,287.52,72.52,96,6,4.08,5,4.64
F00397,1200,8,917.22,54.37,77,3,9.24,7,3.82
C00062,1492,70,2657.35,78.6,32,6,3.78,20,4.0
F00509,237,17,856.87,38.04,79,5,11.2,1,3.75
P00306,56,6,163.96,58.72,22,4,18.41,1,3.7
C00096,1850,30,3814.54,122.31,7,5,0.61,17,4.46
C00479,1950,99,4076.15,56.49,39,6,8.22,13,4.51
R00060,453,2,95.16,48.53,187,2,6.9,0,2.68
D01113,530,3,244.56,42.38,223,2,16.49,4,3.76
D00708,796,3,611.11,15.0,308,4,4.39,2,2.86
F00502,894,11,468.29,51.02,57,2,5.83,9,3.97
P00647,129,2,59.05,76.52,5,4,11.93,2,4.42
P00071,104,3,187.89,60.17,26,2,19.88,4,3.72
C00323,797,73,2152.67,117.29,19,6,6.25,23,4.31
D01255,1818,5,288.41,18.42,593,4,10.86,1,4.48
D00143,538,13,403.83,46.71,794,3,12.13,2,2.97
D00538,1992,13,320.48,54.98,417,5,7.01,1,4.45
R00626,808,2,122.73,41.48,384,1,17.98,2,2.53
P00825,82,5,137.86,62.82,18,2,17.81,0,4.05
F00550,850,22,437.12,63.78,115,5,12.23,3,3.7
D00618,1814,12,433.73,59.97,700,2,7.93,4,2.65
C00292,1361,86,2565.06,123.11,37,12,6.61,20,4.66
D00750,1400,4,248.6,66.23,722,2,9.42,1,2.54
D00587,887,5,271.03,58.31,389,4,2.28,2,4.07
C00534,1363,54,3994.78,92.82,36,13,2.72,25,4.02
D00608,612,8,252.76,16.38,392,2,19.58,2,4.29
P00549,95,2,212.28,59.91,5,4,4.94,4,3.52
R00511,345,1,94.04,10.08,112,1,18.48,2,2.33
F01384,1252,10,634.93,46.84,99,4,5.22,3,3.73
P00833,94,4,117.67,58.86,7,3,14.08,1,
F00937,1313,17,617.84,89.08,20,3,8.1,6,4.66
R00235,279,1,117.53,22.06,275,3,20.46,2,3.59
D01173,1188,5,356.82,64.84,353,4,,2,3.47
D00361,1489,11,616.75,48.79,734,2,20.24,1,2.55
D00666,792,12,283.55,16.7,679,4,1.39,0,2.85
D01006,967,13,326.29,64.44,619,3,18.15,0,2.87
D00627,649,13,100.0,55.43,357,3,3.96,3,3.9
C00587,1315,93,1520.21,75.65,9,11,5.36,14,4.06
D00257,1686,9,278.35,34.46,253,5,12.46,0,2.89
P00199,95,6,75.07,62.4,21,2,15.84,1,4.04
D00989,694,11,362.06,42.66,342,4,12.53,3,3.71
C00585,716,52,2650.46,189.03,16,8,5.21,12,4.85
P00324,112,7,242.19,62.58,8,3,10.91,2,4.18
F00792,1304,21,730.85,82.19,90,6,14.37,3,3.61
R00226,211,2,101.71,20.1,217,2,9.01,0,3.09
R00621,870,2,103.84,44.87,287,2,35.99,0,3.91
R00501,577,4,64.32,37.34,379,1,7.21,1,3.25
D00241,1606,5,178.73,58.81,556,3,15.96,1,4.47
D01282,1482,8,304.19,36.15,387,5,21.51,4,4.44
D00339,790,13,571.81,38.17,477,2,8.86,0,4.06
D00221,1867,10,576.33,45.92,398,5,4.8,3,3.37
P00012,36,5,211.12,57.46,26,3,14.81,4,3.15
F00575,1208,18,356.28,58.27,90,2,14.0,5,4.5
R00563,348,2,59.61,30.54,187,2,8.23,1,3.35
D00812,818,3,279.24,15.0,528,5,3.28,2,
F01268,1154,8,629.21,84.04,89,3,6.09,9,3.91
P00515,36,2,280.86,74.0,22,2,0.43,2,3.78
D00867,1923,12,548.82,36.13,504,3,21.18,4,3.12
R00586,358,4,149.99,31.5,205,2,23.3,2,4.0
D00779,1014,7,249.4,15.0,504,4,12.32,3,4.49
D00847,1661,14,457.56,71.52,475,4,14.37,3,3.84
P00317,38,5,309.86,55.71,21,1,13.8,1,3.66
C00071,975,92,2204.93,102.51,18,14,2.72,23,4.33
R00581,432,2,51.79,30.97,137,2,27.63,0,2.62
F00527,1116,6,509.29,66.53,20,4,4.55,9,4.79
D01025,1749,9,223.77,64.83,434,4,15.1,1,2.54
D00251,508,14,275.67,57.41,797,3,10.33,2,2.67
D00902,1949,10,452.22,81.45,546,5,5.37,4,3.04
F00496,360,9,778.21,36.84,54,2,2.73,2,3.92
R00246,1067,4,149.18,15.76,109,2,32.38,0,3.74
F00613,1440,14,502.65,65.89,73,2,6.78,8,3.87
D00922,777,6,643.35,72.43,726,4,2.14,4,4.5
F00826,1050,22,558.53,70.0,58,6,13.8,2,3.82
D00067,701,10,433.97,28.49,751,4,19.17,3,4.3
R00220,1097,1,69.98,30.77,370,2,7.38,0,2.92
P00001,42,3,149.23,48.24,16,2,12.07,0,4.7
F00208,962,22,860.05,72.42,36,4,10.14,7,3.73
R00444,955,3,92.13,10.0,272,1,22.43,1,3.5
D00751,1160,9,286.98,75.2,785,4,9.19,4,3.71
F00763,744,24,365.8,45.1,66,6,1.9,7,4.0
P00218,150,7,107.19,57.19,19,2,15.09,0,3.7
R00282,1078,4,117.31,31.2,112,1,29.41,1,
R00442,704,1,70.79,18.82,157,1,32.8,2,2.01
F00426,1305,19,913.24,57.45,74,3,1.06,7,3.88
D00110,1573,7,283.31,52.71,773,2,13.77,1,3.21
P00011,56,7,50.0,47.36,29,3,2.18,0,4.57
F00442,284,18,905.01,60.06,71,2,2.2,8,4.65
F01277,714,6,381.85,56.35,58,3,10.7,7,3.67
F00282,725,15,659.53,66.95,99,2,5.68,8,4.26
D01300,1346,4,550.72,48.21,456,5,2.43,0,3.13
F00593,1360,22,680.96,67.97,55,2,9.94,8,3.58
R00288,235,2,93.82,38.16,196,1,35.0,0,3.31
R00211,874,4,92.18,25.9,256,1,32.39,1,2.37
D00671,649,12,382.55,40.76,485,4,15.54,3,3.43
F00025,597,20,567.36,81.87,60,6,2.94,4,4.74
P00697,52,7,75.03,65.43,2,4,4.59,2,4.9
D01292,634,3,111.32,77.74,492,2,12.66,2,3.56
A019a,61,38,4273.12,143.31,3,2,3.35,0,0.0
C00234,811,76,2695.92,131.03,6,12,2.08,9,4.27
R00267,253,1,96.7,34.21,132,3,36.95,2,3.89
F01063,1454,10,812.46,55.08,118,5,12.69,2,4.21
C00416,1554,20,2857.35,105.58,15,10,3.25,16,4.54
D01247,574,4,346.74,72.64,224,3,6.62,3,4.45
P00074,96,7,116.99,36.55,19,1,3.96,1,4.87
F00857,536,22,214.79,48.33,59,6,11.04,2,4.1
F00147,1375,7,164.96,66.4,76,5,2.24,1,3.94
C00018,1533,77,3112.41,157.55,15,11,3.76,20,4.79
F00601,894,10,596.99,47.88,28,7,6.3,5,4.27
F01100,1324,23,438.9,75.58,95,2,1.75,1,4.1
D00254,894,9,400.93,30.29,498,4,16.12,0,2.89
C00597,1497,66,3090.8,62.41,43,14,2.51,9,4.5
D00227,1838,13,331.23,63.18,208,3,15.35,4,3.19
R00106,326,3,101.73,52.54,275,3,29.31,1,3.71
R00420,279,2,123.42,37.76,272,2,20.82,1,2.09
F00906,569,10,603.23,72.76,112,2,0.72,1,4.76
F00813,408,14,612.23,78.68,43,2,14.11,2,3.83
F01366,297,19,697.94,64.2,75,5,10.26,7,4.54
C00372,1292,33,4809.62,97.3,37,5,4.71,16,4.44
F00741,1074,11,731.2,49.66,41,5,8.35,7,3.63
C00599,1565,44,3256.49,87.18,27,11,6.79,19,4.68
C00239,564,84,3410.29,115.85,28,11,1.56,24,4.15
D00401,1696,12,704.7,43.37,300,4,16.88,4,3.25
F01468,290,15,778.22,57.57,27,7,13.13,6,4.5
F00211,475,14,190.07,61.81,35,3,5.23,8,4.69
F00495,405,11,486.75,50.9,76,5,8.2,2,4.29
R00025,413,4,20.0,35.03,238,3,16.4,0,2.39
R00461,639,4,96.33,21.55,114,2,33.95,1,2.46
D00677,1988,10,578.29,44.06,645,3,23.3,3,3.8
D00465,1272,7,446.54,53.06,427,4,15.59,4,3.27
D00104,833,3,326.44,46.81,678,4,6.19,2,3.9
P00650,101,4,199.95,43.78,15,3,1.84,4,4.61
P00196,71,3,253.93,20.0,13,4,3.86,2,3.26
D01193,771,13,462.93,44.73,354,2,11.89,2,2.65
D00709,1602,3,156.63,79.77,343,5,16.82,2,4.27
D00019,629,3,421.77,89.84,486,2,12.82,0,3.84
D01253,869,14,287.72,20.27,765,5,23.32,2,3.19
F00204,937,14,595.48,52.86,65,3,10.79,8,3.54
D01191,1412,3,433.37,29.4,227,5,10.11,1,3.4
D00706,1611,14,134.89,47.62,348,5,19.37,4,3.62
F00152,320,14,578.73,58.52,65,6,4.31,7,4.26
R00345,206,1,74.23,35.89,139,2,35.72,1,2.09
P00432,54,3,62.23,46.0,16,2,7.22,1,
F00022,282,11,389.74,24.05,39,4,4.78,7,4.04
P00198,67,6,240.31,35.57,22,2,3.03,0,3.94
D00829,1013,10,382.83,50.07,386,3,2.18,4,3.0
C00567,908,70,3253.44,60.11,44,7,2.71,7,4.93
F00536,1368,7,363.85,21.76,86,7,,3,3.79
F00605,997,11,778.39,42.33,34,4,2.85,1,4.0
F00448,1497,20,622.5,63.26,118,6,4.0,2,4.64
C00052,1573,88,2157.07,113.97,39,12,7.86,11,4.23
D00652,909,13,167.65,38.32,381,2,15.64,3,2.8
F00445,392,17,573.56,68.77,115,7,3.43,5,4.1
P00082,94,7,273.35,28.91,28,2,1.22,2,3.97
P00589,102,3,215.45,50.03,8,2,14.09,0,3.54
C00535,1776,92,3143.18,114.97,44,12,7.67,17,4.06
D00185,602,13,323.24,68.65,222,2,1.95,2,4.16
D00858,1056,9,533.92,64.64,449,2,11.18,2,4.41
C00444,1019,94,1722.28,168.58,44,10,9.91,21,4.6
D00605,1059,9,480.71,75.23,590,5,15.07,3,3.17
C00196,1601,80,3192.58,105.71,38,5,0.51,17,4.74
F00516,1063,24,501.5,45.79,89,2,10.86,5,4.26
F00166,1492,21,730.57,35.62,85,4,9.12,1,4.14
F01346,874,12,624.9,46.32,27,7,14.43,2,3.95
D00248,1290,3,325.69,61.91,694,5,11.64,2,3.02
D00003,730,12,499.49,72.9,655,3,8.76,1,2.74
F00833,602,7,694.88,75.24,74,7,3.67,4,4.59
D01201,1215,12,412.03,72.4,585,3,13.66,3,2.66
D00096,1094,10,400.88,32.48,714,4,15.41,1,3.04
P00823,51,2,57.09,57.01,1,2,11.12,2,4.27
F00045,1450,9,297.29,63.09,80,6,12.0,2,4.19
F00450,855,17,894.45,76.15,53,2,6.26,6,4.2
D00746,1179,7,687.57,65.09,535,4,5.8,0,3.78
D01094,622,13,321.87,43.88,594,5,13.81,0,4.15
R00104,684,3,171.02,26.4,142,2,20.09,0,2.13
C00121,1354,55,2342.36,110.68,43,9,6.73,8,4.29
F01453,1331,20,523.5,49.63,30,6,11.27,0,3.74
D01259,1291,13,351.64,75.66,292,5,22.36,0,3.68
R00589,742,2,156.26,33.22,361,3,37.62,1,3.37
R00035,1199,1,67.59,17.76,256,1,15.73,1,2.36
R00392,464,2,65.05,42.7,107,1,36.17,2,3.57
C00135,1046,20,2852.46,113.59,32,7,0.97,19,4.06
P00361,39,7,259.61,55.23,5,3,13.0,1,3.9
F01355,1374,24,197.95,76.17,55,2,6.95,4,4.48
P00364,55,5,304.71,55.77,21,3,18.19,0,4.57
C00185,442,54,3709.03,154.57,18,8,2.22,19,4.38
F00793,347,23,707.75,37.93,46,2,11.74,8,3.67
P00177,87,3,340.25,59.91,10,1,9.76,4,4.23
C00512,401,86,3224.89,116.33,29,6,7.92,23,4.9
R00430,643,3,106.04,38.21,156,3,,0,3.62
D01055,1440,12,662.12,65.94,589,2,24.58,0,3.73
D00138,998,6,171.65,53.54,397,2,8.44,3,3.94
P00570,42,6,203.82,59.21,10,4,16.33,4,4.35
R00474,615,1,69.29,24.86,270,3,7.25,0,3.92
R00562,298,2,21.06,22.89,357,2,12.05,0,3.6
P00018,83,6,336.55,38.05,24,4,3.44,0,4.67
C00252,781,50,3138.86,63.0,28,14,8.47,18,
D00527,879,8,176.29,37.8,746,2,6.1,0,3.69
D00560,1748,14,461.68,66.32,314,4,8.55,3,2.99
D01012,691,5,512.76,90.23,755,2,12.33,1,3.86
F00908,452,19,831.58,72.27,109,5,3.79,6,3.83
C00123,1909,80,2814.76,64.27,17,12,3.89,29,4.34
D01260,1890,9,398.79,50.16,383,5,14.55,0,4.35
D00334,1815,14,457.93,71.97,515,2,6.77,4,3.1
F01272,633,7,858.21,34.6,86,6,12.17,0,4.73
D00693,841,7,228.39,48.22,268,4,19.88,4,3.35
C00568,1934,31,2906.91,158.95,34,7,4.64,16,4.41
F00772,745,14,648.64,62.25,26,4,13.66,3,4.65
D00186,698,11,446.32,76.06,747,2,18.38,0,2.89
D00956,868,8,585.71,55.47,795,4,2.32,3,4.46
F00457,1035,10,677.88,80.76,75,2,3.69,0,4.56
F00257,1181,16,577.32,32.36,77,3,7.59,5,3.6
D00839,660,13,401.91,71.35,232,5,5.28,2,2.77
P00761,54,6,141.18,62.08,3,2,2.56,1,4.76
R00470,1115,2,101.03,22.02,192,2,28.62,1,2.12
F00177,1468,14,669.04,79.17,46,7,4.33,1,3.55
F00121,1056,5,585.42,20.0,49,6,9.58,0,4.58
P00611,147,5,50.0,56.22,9,2,17.21,4,4.06
P00555,128,4,105.53,63.23,7,3,12.92,0,3.6
R00578,1189,1,89.56,22.67,384,2,30.13,0,2.34
F00003,930,12,543.46,66.6,88,3,11.05,4,4.13
D00823,689,9,500.23,46.85,378,5,5.5,4,4.28
F00645,718,18,599.58,30.81,59,7,12.48,1,3.63
R00546,892,1,106.38,31.87,114,3,33.54,0,2.27
R00542,895,1,109.65,33.4,334,3,13.66,1,3.85
C00319,1000,73,3047.85,114.1,26,11,7.04,25,4.52
F00229,1470,22,756.71,58.58,111,7,14.47,4,4.48
D00264,1785,14,206.74,27.84,384,3,13.77,1,3.48
C00275,1631,58,2337.96,142.71,32,8,1.48,29,4.03
P00565,158,7,60.32,77.34,9,2,2.82,2,3.61
C00550,1097,52,4911.36,121.14,23,13,4.66,5,4.51
D00642,1037,4,482.45,53.06,622,5,19.68,1,4.44
D01054,1263,11,545.33,60.11,757,2,7.3,4,2.86
R00593,1169,1,88.98,33.28,372,3,21.32,2,2.9
P00835,162,3,195.17,20.0,10,4,13.79,4,3.81
F00006,276,19,493.21,49.05,36,2,8.09,4,3.72
F00297,871,16,334.95,42.53,64,4,13.67,5,4.78
C00528,1361,22,2244.28,136.1,22,13,2.37,8,4.47
R00308,943,2,38.95,25.03,283,1,30.03,1,2.21
P00248,66,5,91.28,66.1,27,3,6.2,1,4.99
D00440,1725,5,279.18,34.24,624,2,0.31,3,4.03
A009c,1258,1,1.54,1.74,235,1,0.0,1,4.28
R00527,1172,2,136.44,36.61,214,2,34.99,2,2.13
D00923,1108,4,466.08,81.35,538,3,24.72,3,4.01
C00299,1360,60,3323.21,102.77,26,9,3.63,27,4.48
P00020,123,5,146.04,36.02,20,2,1.42,2,4.35
P00437,130,4,308.2,52.23,29,3,6.84,2,3.35
D01204,1517,6,180.19,20.15,542,3,13.17,1,2.61
D00255,538,8,439.07,74.01,363,5,16.74,0,2.86
D00726,846,3,492.81,87.48,727,4,7.6,2,4.06
F00661,593,18,832.76,58.59,80,5,9.65,6,4.01
F00959,467,8,700.78,38.8,46,2,8.13,4,4.46
D00270,756,11,100.0,78.09,767,2,22.16,3,3.87
D01047,1596,9,550.92,48.57,363,2,15.62,0,4.09
F00157,570,11,710.68,30.76,80,7,9.8,6,
F00411,973,11,533.54,56.58,43,7,14.17,0,4.41
P00695,38,3,80.73,67.5,24,4,6.21,0,3.45
P00806,48,7,132.63,47.06,6,1,8.98,2,3.1
F01271,360,20,565.31,74.13,74,2,13.56,3,4.75
P00130,156,5,198.29,53.87,29,3,,1,3.35
F00574,358,17,854.41,55.89,50,2,4.38,4,4.29
F01233,402,11,569.97,44.62,93,5,2.09,7,4.43
C00377,593,94,3665.88,53.37,40,5,6.3,24,
D00854,1132,10,372.79,30.56,497,4,13.0,4,2.73
D00617,559,14,300.6,63.37,401,2,22.93,3,2.88
F00199,467,8,754.97,54.32,77,5,6.63,3,3.65
C00379,1637,96,2442.2,88.29,39,11,8.1,11,4.91
F00559,1274,15,553.3,82.7,38,7,4.74,1,3.82
D00820,1734,8,154.45,56.63,642,3,19.16,4,2.88
P00693,62,5,280.99,69.4,9,1,17.02,2,3.29
P00141,60,7,283.59,50.93,12,2,0.19,1,4.21
D01036,650,4,365.81,35.97,474,2,12.79,0,2.91
P00563,32,6,145.48,48.54,11,2,0.93,0,4.64
D01013,1870,10,400.09,39.67,234,4,5.73,3,2.57
P00858,60,4,158.9,53.89,15,2,14.33,2,
D00928,1275,14,362.75,66.77,457,4,9.72,1,2.85
F00439,1393,17,391.15,109.27,60,6,7.34,8,4.31
D00260,627,14,625.17,66.69,246,2,4.77,1,2.88
F00745,902,12,279.6,69.7,39,5,12.0,6,3.98
P00406,82,2,51.87,45.31,12,3,3.29,1,4.63
F01122,967,20,731.7,43.39,88,3,13.01,5,4.01
R00364,1038,2,102.15,23.97,198,1,22.59,2,3.32
C00176,785,43,1932.56,125.02,9,6,1.13,11,4.58
R00594,779,3,80.82,24.67,262,2,36.19,2,2.75
F01310,612,6,531.44,53.64,31,5,11.96,4,3.64
C00046,1974,27,1888.52,67.59,17,11,6.78,27,4.73
D00410,1125,8,495.79,20.52,410,2,11.29,0,3.31
R00375,346,1,134.08,33.6,242,3,36.65,1,2.85
F00476,647,11,840.97,35.93,87,6,10.58,6,3.97
P00730,56,3,111.34,48.96,16,4,0.27,2,3.97
F00905,1059,12,564.58,37.78,20,5,2.19,5,4.33
P00210,64,5,70.15,69.95,2,2,15.13,2,3.11
F00837,484,14,563.76,66.99,52,6,10.9,1,4.47
P00319,120,4,216.18,44.66,23,1,2.87,1,3.98
D00987,526,3,492.19,52.06,602,3,15.53,3,2.79
D00099,1725,6,479.09,69.21,369,5,23.57,2,3.48
R00289,595,1,78.84,17.8,266,2,15.47,2,3.35
C00284,1199,70,2103.03,96.82,13,9,9.21,17,4.5
R00619,356,4,111.21,23.7,313,1,25.88,2,2.72
F00243,614,11,714.58,93.47,115,5,7.3,9,4.78
F00914,536,21,883.5,53.42,46,3,14.96,1,3.63
F00569,1413,16,424.56,61.93,95,7,7.77,6,3.57
F00993,999,13,769.68,60.05,105,5,13.18,0,4.25
D00461,1011,3,339.53,44.05,799,2,23.04,3,3.18
D00166,1662,10,325.01,60.64,322,5,22.06,1,3.91
P00185,168,3,263.53,51.55,28,2,4.26,1,4.1
D00576,1084,12,538.55,35.83,482,4,10.81,3,3.77
R00571,370,3,105.06,16.66,169,2,11.06,0,2.0
P00206,90,7,279.51,52.8,17,2,18.86,0,3.42
F00353,829,18,317.85,62.43,88,2,11.26,5,4.34
R00643,1067,4,111.01,32.52,305,1,5.27,0,2.53
D00054,1977,5,254.99,30.39,767,2,22.57,2,3.93
R00260,424,1,139.62,10.0,388,2,37.37,1,2.32
P00586,132,7,131.47,51.43,25,2,12.47,0,3.7
F00890,913,18,502.2,57.77,82,3,12.51,0,4.27
F00328,1378,9,368.19,53.85,72,2,7.94,2,4.08
F00610,1101,23,340.77,68.75,51,3,13.7,9,4.41
D00974,903,11,210.71,15.0,606,5,16.68,4,4.25
D00546,1185,12,640.15,65.49,767,4,13.88,2,3.69
R00062,483,3,110.65,22.81,290,2,18.17,1,3.01
F01322,1485,18,458.8,51.31,34,2,1.05,9,4.26
C00352,1716,33,2750.91,134.86,11,14,5.92,26,4.31
R00599,246,3,74.42,30.74,269,3,25.81,2,
D00394,1892,14,153.6,37.08,345,4,3.79,4,4.13
P00622,101,7,287.13,60.67,19,2,13.83,1,
A012b,1185,16,1875.91,64.96,42,4,84.86,15,1.8
F00119,1250,6,181.74,98.33,55,4,7.89,9,3.56
P00603,122,6,268.62,30.94,24,3,14.87,1,3.06
P00623,149,5,288.58,73.99,15,2,0.26,1,4.09
R00262,623,1,136.58,39.91,170,3,14.56,0,2.37
C00309,831,21,3550.6,137.78,9,9,6.02,8,4.6
F01076,1222,16,274.06,60.72,21,5,3.06,9,4.6
F00234,636,19,682.92,74.73,98,2,8.02,2,4.39
C00367,922,68,3093.7,99.85,25,9,2.06,25,4.71
R00207,245,1,107.83,21.46,228,2,7.36,1,3.96
F01479,694,8,618.89,40.45,83,2,1.38,2,4.36
D01039,550,6,116.92,62.92,755,3,9.67,4,3.37
R00547,475,3,68.0,40.45,185,1,27.79,2,3.08
R00180,889,3,96.01,23.28,154,1,11.63,0,3.91
F01147,998,13,908.63,36.28,35,6,7.39,7,4.24
C00020,1904,37,2382.77,117.25,35,5,3.66,20,4.2
F00723,309,14,658.61,55.58,57,2,10.61,8,3.73
D00568,1925,13,512.32,15.0,513,2,16.73,0,3.07
P00422,177,2,50.0,45.54,1,2,12.06,2,4.34
C00219,1814,37,2902.31,134.93,36,13,0.28,9,4.41
F00888,503,24,462.63,43.45,30,4,12.92,1,3.89
C00439,1354,44,2927.66,98.98,29,5,4.02,21,4.11
D01175,533,13,317.79,64.67,408,4,2.28,1,4.12
P00651,164,7,186.31,61.21,2,3,7.16,0,4.54
D00289,1677,8,174.21,39.03,504,5,24.27,4,3.0
D00434,500,4,201.68,47.4,377,2,22.11,4,2.88
P00426,70,3,397.31,42.18,12,3,18.39,0,4.5
R00351,951,3,123.01,17.59,331,3,25.35,2,2.1
D00689,1640,10,263.23,45.54,522,2,20.07,0,3.9
P00664,44,6,178.94,48.21,3,3,11.98,1,4.89
F00203,1005,16,816.21,61.9,115,5,8.58,6,3.6
P00898,131,7,263.24,72.49,14,3,18.86,0,3.96
P00129,115,2,332.8,73.66,13,3,8.89,1,4.21
R00486,267,2,86.32,26.4,256,1,6.67,0,2.61
F01478,1381,15,572.24,20.0,42,2,7.96,5,4.02
C00583,1196,92,1789.61,98.1,24,5,2.82,9,4.02
C00204,1743,92,3464.84,128.84,25,5,4.92,22,4.5
R00047,1044,3,121.85,37.16,163,1,35.49,2,3.01
D00479,1287,8,317.15,66.93,401,4,6.81,2,2.9
P00830,125,7,129.1,20.0,16,3,10.38,0,4.22
D00086,962,12,266.29,37.01,415,4,7.64,0,4.25
F00419,886,24,727.71,39.01,113,7,6.21,8,4.0
F00984,1023,5,527.45,57.09,89,4,0.7,1,3.53
F00433,444,11,767.6,51.28,80,2,3.39,4,4.56
F01119,320,24,665.94,20.0,49,7,9.79,7,3.66
F00682,1001,11,833.76,53.44,94,7,7.85,3,3.68
P00399,176,4,87.19,40.67,16,2,2.31,1,4.72
D00351,1094,5,478.54,36.03,435,2,0.08,2,
C00518,1400,33,3949.86,149.41,9,14,6.73,17,
F01148,930,8,438.99,41.22,107,5,5.9,4,3.96
R00353,283,2,64.79,18.41,297,3,26.62,1,4.0
D00733,1370,3,223.5,44.47,556,5,2.46,4,4.18
F00069,1418,15,646.91,77.27,83,6,6.09,7,4.24
D01060,861,5,364.94,56.56,635,4,3.15,4,4.28
D00027,1728,4,565.75,42.18,453,5,1.56,4,2.57
R00633,1198,1,101.33,13.83,387,1,11.72,1,2.6
D00287,1865,4,311.41,71.94,606,4,11.92,3,3.53
P00551,144,3,183.83,31.83,3,4,6.02,1,3.29
R00154,798,2,108.37,61.08,226,3,12.94,2,3.34
D00193,1527,9,520.28,102.29,620,5,13.36,3,3.39
P00025,107,2,226.61,49.62,11,4,11.17,4,4.07
D00376,1403,9,318.87,39.75,292,4,7.57,4,2.68
D00393,1188,10,413.8,38.6,554,5,16.39,1,2.78
D00486,1775,7,390.48,69.19,495,4,0.38,4,4.25
F00160,823,6,647.25,44.86,51,7,14.25,3,3.96
D00380,1539,11,294.44,44.34,416,4,20.46,0,3.35
R00141,508,1,69.28,22.47,180,3,7.39,0,3.92
P00427,160,5,162.52,59.8,16,1,3.67,2,4.02
R00559,1077,1,115.35,17.96,137,1,39.58,1,2.74
F00308,1465,20,858.01,36.11,60,4,9.14,8,3.95
P00584,140,2,202.87,36.08,6,2,2.22,0,4.24
C00215,792,35,3180.99,104.51,24,6,0.48,22,4.55
D00332,1101,7,350.49,42.38,350,4,3.69,3,4.02
R00159,619,2,71.71,30.3,276,2,20.44,0,2.95
